"-50.40","-49.61","-48.95","-50.00","-50.07","-50.82","-51.01","-52.13","-52.84","-53.87","-50.96","-50.74","-54.56"
"-48.84","-49.14","-51.13","-54.51","-54.84","-61.89","-56.03","-59.87","-57.76","-52.75","-50.43","-50.93","-55.25"
"-47.91","-49.78","-58.03","-58.53","-59.08","-56.79","-56.45","-53.38","-52.38","-50.85","-49.83","-51.72","-57.07"
"-47.22","-51.62","-65.85","-56.64","-55.48","-55.21","-53.59","-53.49","-52.61","-51.77","-51.13","-54.73","-57.66"
"-47.18","-53.81","-55.46","-52.99","-53.01","-54.12","-53.82","-53.61","-53.49","-52.04","-53.84","-55.57","-58.22"
"-47.08","-56.76","-52.92","-51.76","-51.85","-53.81","-53.81","-55.18","-54.89","-54.69","-56.61","-56.82","-58.45"
"-47.07","-59.76","-51.52","-50.10","-51.05","-53.72","-53.74","-55.70","-56.25","-55.76","-57.42","-57.88","-60.01"
"-47.14","-56.72","-49.68","-49.57","-50.80","-52.74","-54.12","-56.47","-57.43","-57.73","-59.04","-58.90","-59.84"
"-47.19","-52.72","-47.64","-47.82","-49.88","-52.51","-54.65","-56.74","-58.10","-58.38","-60.02","-60.05","-65.10"
"-46.97","-48.55","-45.81","-46.20","-50.37","-53.06","-55.28","-56.92","-58.81","-59.89","-59.73","-63.22","-61.29"
"-45.77","-45.02","-44.08","-45.39","-49.75","-53.66","-55.78","-57.24","-59.84","-61.42","-60.81","-65.25","-60.03"
"-44.77","-44.61","-45.41","-48.26","-52.48","-55.67","-57.88","-59.29","-62.15","-63.87","-56.35","-66.69","-61.64"
"-47.91","-51.39","-52.57","-54.31","-55.83","-59.30","-62.35","-64.56","-66.56","-69.89","-55.21","-66.85","-62.74"
